egoid,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1,yourelig_7,yourelig_8
39146,,,,,,,,,,,,,,,1.0,,1.0,,Living together,73.0,52.0,,,,,0.0,3.0,3.0,Yes,first born,"$250,000 or more",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
60963,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,Living together,51.0,49.0,,,,,1.0,0.0,1.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,1.0,,,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Protestant,Protestant,No Religion,,
67918,,,,,,,,,,,,,,,,,,,Living together,47.0,47.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
34467,1.0,,1.0,,,,,,,,1.0,,,,,,,,Living together,50.0,50.0,,,,,0.0,2.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
42132,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,54.0,1961.0,2008.0,,,2.0,1.0,3.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
41268,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,Living together,51.0,51.0,,,,,2.0,1.0,3.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,,,1.0,,,,,,,,1.0,1.0,2.0,multiracial,White,1 or both parents multi-racial,Catholic,Catholic,Catholic,,
90692,,,,,,,,,,,1.0,,1.0,,,,,,Living together,57.0,55.0,,,,,1.0,1.0,2.0,No,third born,"$50,000 - $74,999",High school graduate,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Protestant,,
32668,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,Living together,51.0,49.0,,,,,0.0,1.0,1.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
24079,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,56.0,53.0,,,,,0.0,0.0,0.0,No,only child,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion,,
59673,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,53.0,56.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
74899,,,,,1.0,,,,,,,,1.0,,,,,,Living together,53.0,53.0,,,,,1.0,0.0,1.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
48891,,,,,,,,,,,,,1.0,,,,,,Living together,52.0,49.0,,,,,0.0,0.0,0.0,No,only child,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
81807,1.0,,,,,,,,,,,,,,1.0,,1.0,,Divorced or living apart,54.0,53.0,,,,,1.0,2.0,3.0,No,fourth born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
77187,,,,,,,,,,,1.0,,,,1.0,,,,Divorced or living apart,40.0,39.0,,,,,2.0,0.0,2.0,No,first born,"less than $25,000",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Protestant,Protestant,Protestant,,
91176,,,,,,,,,,,1.0,,,,,,,,Living together,50.0,49.0,,,,,1.0,0.0,1.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
22292,,,,,,,,,,,,,,,1.0,,,,Living together,57.0,54.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
35011,,,,,,,,,,,1.0,,,,1.0,,1.0,,Divorced or living apart,52.0,49.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Other Religion,Other Religion,Other Religion,,
76785,,,,,,,,,,,1.0,,,,,,,,Living together,52.0,53.0,,,,,2.0,0.0,2.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,Other Religion,,
60903,,,,,,,,,,,1.0,,,,,,,,Divorced or living apart,61.0,49.0,,,,,0.0,0.0,0.0,No,only child,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,,
10115,,,,,,,,,,,,1.0,,1.0,,,1.0,,Divorced or living apart,53.0,50.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Other Religion,Other Religion,Other Religion,,
35416,,,,,,,,,,,,,,,,,,,Living together,44.0,43.0,,,,,2.0,4.0,6.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
89710,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,Divorced or living apart,49.0,49.0,,,,,2.0,1.0,3.0,No,second born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
97596,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,Living together,57.0,45.0,,,,,1.0,1.0,2.0,No,third born,"$200,000 - $249,999",High school graduate,Graduate or professional degree,1 parent no college,,1.0,,1.0,,,,1.0,,1.0,,,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,Catholic
39129,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,57.0,49.0,,,,,0.0,4.0,4.0,No,third born,,Graduate or professional degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
57359,,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,51.0,50.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Other Religion,Catholic,No Religion,No Religion
17308,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,52.0,51.0,,,,,2.0,0.0,2.0,No,third born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
51851,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,50.0,46.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,,
35855,,,,,,,,,,,,,,,1.0,,1.0,,Living together,56.0,50.0,,,,,2.0,0.0,2.0,No,first born,"$250,000 or more",Postsecondary school  or some college,Graduate or professional degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
67334,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,Living together,51.0,45.0,,,,,1.0,0.0,1.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,No Religion,
60230,,,,,,,,,,,1.0,,1.0,,,,,,Living together,36.0,37.0,,,,,2.0,0.0,2.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,No Religion,No Religion,,
77838,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,50.0,46.0,,,,,2.0,0.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
37371,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Living together,61.0,51.0,,,,,1.0,0.0,1.0,No,second born,"$50,000 - $74,999",High school graduate,High school graduate,Both no college,,,,1.0,,,1.0,,,,,1.0,2.0,1.0,Latino,multiracial,1 or both parents multi-racial,Catholic,Other Religion,Catholic,,
57292,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,Living together,51.0,51.0,,,,,0.0,3.0,3.0,No,fourth born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
66406,,,,,1.0,,,,,,,,,,,,,,Living together,56.0,54.0,,,,,3.0,3.0,6.0,No,fiifth born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
90447,,,,,,,,,,,,,,,,,,,Living together,41.0,42.0,,,,,1.0,1.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
56798,,,,,,,,,,,1.0,,1.0,,,,,,Living together,51.0,49.0,,,,,0.0,1.0,1.0,No,second born,"$150,000 - $199,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
28827,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,48.0,49.0,,,,,0.0,0.0,0.0,No,only child,"$50,000 - $74,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
23115,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,47.0,1966.0,2011.0,,,2.0,3.0,5.0,No,fourth born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,,Catholic,,
77872,1.0,,,,,,,,,,,,1.0,,1.0,,,,Living together,48.0,48.0,,,,,2.0,0.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
43114,,,,,,,,,,,1.0,,,,,,1.0,,Living together,54.0,48.0,,,,,2.0,0.0,2.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
72348,,,,,,,,,,,,,1.0,,,,,,Living together,52.0,54.0,,,,,1.0,1.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
15707,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,Living together,49.0,50.0,,,,,0.0,2.0,2.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,1.0,,,,1.0,1.0,White,Black,Parents different race,Catholic,Protestant,Catholic,,
45776,,,,,,,,,,,,,,1.0,1.0,,,,Living together,45.0,45.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,,,1.0,,,,,,,,,1.0,1.0,1.0,Black,White,Parents different race,Catholic,Catholic,No Religion,,
63122,,,,,,,,,,,,,,,1.0,,1.0,,Living together,53.0,49.0,,,,,1.0,1.0,2.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,,
27169,1.0,,,,,,,,,,,,,,,,1.0,,Living together,55.0,54.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
89607,,,,,,,,,,,,,1.0,,,,,,Divorced or living apart,51.0,51.0,,,,,1.0,3.0,4.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,Protestant,No Religion,No Religion
59900,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,Living together,63.0,49.0,,,,,1.0,2.0,3.0,No,second born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Other Religion,
28254,,,,,,,,,,,,,,,,,,,Living together,53.0,49.0,,,,,0.0,1.0,1.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
56480,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,Living together,51.0,51.0,,,,,1.0,2.0,3.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
11128,,,,,,,,,,,,,,1.0,,1.0,,,Living together,45.0,42.0,,,,,0.0,1.0,1.0,No,first born,"$200,000 - $249,999",High school graduate,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
47886,,,,,1.0,,,,,,1.0,,1.0,,,,,,Living together,54.0,57.0,,,,,4.0,0.0,4.0,No,fiifth born,"less than $25,000",College/Univeristy degree,High school graduate,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
28820,,,,,,,,1.0,,,,1.0,1.0,,,,,,Living together,51.0,59.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
35347,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,56.0,53.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,
45641,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,Living together,49.0,49.0,,,,,3.0,3.0,6.0,No,fourth born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
25369,1.0,1.0,,,,,,,,,,,,,1.0,,,,Living together,49.0,48.0,,,,,1.0,1.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
64572,1.0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,Living together,49.0,49.0,,,,,4.0,1.0,5.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
31538,1.0,,,,,,,,,,,,,,,,1.0,,Living together,49.0,48.0,,,,,0.0,3.0,3.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
73452,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,Living together,55.0,47.0,,,,,1.0,1.0,2.0,No,second born,"$75,000 - $99,999",Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,
51475,1.0,,,,,,,,,,1.0,,,,,,,,Living together,51.0,49.0,,,,,2.0,0.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
28312,,,,,,,,,,,,,,,,,,,Living together,47.0,48.0,,,,,0.0,1.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
13486,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,Living together,49.0,50.0,,,,,0.0,2.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
56805,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,Living together,57.0,55.0,,,,,1.0,2.0,3.0,No,third born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
57697,,,,,,,,,,,,,,,,,,,Living together,48.0,46.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,,
54837,,,,,,,,,,,,,1.0,,1.0,,1.0,,Living together,70.0,56.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Protestant,,
29718,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,Divorced or living apart,50.0,45.0,,,,,0.0,1.0,1.0,No,first born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
26800,,,,,,,,,,,,,,,,,,,Living together,46.0,45.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,Catholic,
60493,,,,,,,,,,,,,,,,,,,Divorced or living apart,45.0,45.0,,,,,1.0,1.0,2.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,High school graduate,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,Catholic,Catholic
52051,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,48.0,51.0,,,,,0.0,1.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,High school graduate,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
30972,,,,1.0,,,,,,,,,,,,,,,Living together,50.0,47.0,,,,,1.0,2.0,3.0,No,second born,"$50,000 - $74,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
47142,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,50.0,43.0,,,,,1.0,0.0,1.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
69217,,1.0,,,,,,,,,1.0,,,,,,,,Living together,50.0,49.0,,,,,0.0,3.0,3.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
69009,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,Living together,46.0,45.0,,,,,0.0,2.0,2.0,No,first born,"$75,000 - $99,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
