egoid,gender_1,momdec_1,momusa_1,daddec_1,dadusa_1,parentstatus_1,dadage_1,momage_1,numsib_1,birthorder_1,parentincome_1,parenteduc_1,momrace_1,dadrace_1,momrelig_1,dadrelig_1,yourelig_1
38914,Female,0.0,1.0,0.0,1.0,Living together,52.0,47.0,0.0,only child,"$75,000 - $99,999",Both no college,Asian-American,Asian-American,No Religion,No Religion,No Religion
37594,Female,0.0,1.0,0.0,1.0,Living together,50.0,48.0,0.0,only child,"$75,000 - $99,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
19833,Male,0.0,1.0,0.0,1.0,Living together,46.0,44.0,0.0,only child,"$25,000 - $49,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
17270,Female,0.0,1.0,0.0,1.0,Living together,48.0,48.0,0.0,only child,"$200,000 - $249,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
40864,Female,0.0,1.0,0.0,1.0,Living together,46.0,45.0,0.0,only child,"$25,000 - $49,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
38313,Female,0.0,1.0,0.0,1.0,Living together,50.0,45.0,2.0,first born,"$250,000 or more",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
55340,Female,0.0,1.0,0.0,1.0,Living together,46.0,44.0,0.0,only child,"$250,000 or more",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
18707,Female,0.0,0.0,0.0,0.0,Living together,53.0,52.0,1.0,first born,"$250,000 or more",Both no college,White,Other,Catholic,Other Religion,No Religion
26718,Male,0.0,0.0,0.0,0.0,Living together,56.0,55.0,3.0,second born,"$50,000 - $74,999",both parent college,White,Latino,Protestant,Protestant,Protestant
63347,Male,0.0,0.0,0.0,0.0,Living together,43.0,45.0,1.0,second born,"$75,000 - $99,999",both parent college,White,Latino,Catholic,Catholic,Catholic
35824,Male,0.0,1.0,0.0,1.0,Living together,53.0,50.0,1.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
48826,Male,0.0,0.0,0.0,0.0,Divorced or living apart,69.0,55.0,2.0,third born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,No Religion,Catholic
11454,Male,0.0,0.0,0.0,0.0,Living together,50.0,50.0,2.0,third born,"$100,000 - $149,999",both parent college,White,White,Other Religion,Catholic,No Religion
93246,Male,0.0,0.0,0.0,0.0,Living together,54.0,50.0,2.0,third born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
75341,Female,0.0,1.0,0.0,1.0,Living together,51.0,52.0,0.0,only child,"$100,000 - $149,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
35925,Male,0.0,1.0,0.0,1.0,Living together,48.0,47.0,0.0,only child,"$25,000 - $49,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,Catholic
